"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CFCLOUD_BRIDGE_NAME","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge","CFCloud Bridge",
